ACTIV,CMPNO,PLTNO,ARRCD,CUSNO,INVNO,SEQNO,BATCH,ARTDT,AMONT,DISCT,MCHAM,REFNO,ARGL#,COMNT,POSTD,RTCOD,TCRCD,TEXRT,FAMON,FDIST,FMCAM,IAMON,IDIST,AUDDT,AUDTM,AUDUP,AUDUS,RATGA,RAVTA,RADRN,RAFGA,RAFTA,RADBB,RAFBB,RABBC
1,10,0,P,386501,104657,1,21270,7/3/2017,-9274.5,0,0,114747,1120404,          ,P,PY,US ,1,-9274.5,0,0,-9274.5,0,7/5/2017,143159,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,456700,104628,1,21270,7/3/2017,-602.79,0,0,12287,1120404,          ,P,PY,US ,1,-602.79,0,0,-602.79,0,7/5/2017,143132,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,498600,104670,1,21270,7/3/2017,-2700,0,0,14588,1120404,          ,P,PY,US ,1,-2700,0,0,-2700,0,7/5/2017,143110,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,498600,104671,1,21270,7/3/2017,-2450,0,0,14588,1120404,          ,P,PY,US ,1,-2450,0,0,-2450,0,7/5/2017,143110,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,498600,104672,1,21270,7/3/2017,-3900,0,0,14588,1120404,          ,P,PY,US ,1,-3900,0,0,-3900,0,7/5/2017,143110,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,498600,104813,1,21270,7/3/2017,-1736,0,0,14589,1120404,          ,P,PY,US ,1,-1736,0,0,-1736,0,7/5/2017,143101,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,498600,104814,1,21270,7/3/2017,-1722,0,0,14589,1120404,          ,P,PY,US ,1,-1722,0,0,-1722,0,7/5/2017,143101,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,498600,104815,1,21270,7/3/2017,-2405,0,0,14589,1120404,          ,P,PY,US ,1,-2405,0,0,-2405,0,7/5/2017,143101,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,498600,104816,1,21270,7/3/2017,-1743,0,0,14589,1120404,          ,P,PY,US ,1,-1743,0,0,-1743,0,7/5/2017,143101,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,507000,104710,1,21270,7/3/2017,-12240,0,0,48331,1120404,          ,P,PY,US ,1,-12240,0,0,-12240,0,7/5/2017,143236,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,507000,104735,1,21270,7/3/2017,-4080,0,0,48331,1120404,          ,P,PY,US ,1,-4080,0,0,-4080,0,7/5/2017,143236,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,507000,104736,1,21270,7/3/2017,-4080,0,0,48331,1120404,          ,P,PY,US ,1,-4080,0,0,-4080,0,7/5/2017,143236,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47100,104549,1,21272,7/5/2017,-1058.24,0,0,70517,1120404,          ,P,PY,US ,1,-1058.24,0,0,-1058.24,0,7/5/2017,144226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47100,104550,1,21272,7/5/2017,-2160.2,0,0,70517,1120404,          ,P,PY,US ,1,-2160.2,0,0,-2160.2,0,7/5/2017,144226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47100,104551,1,21272,7/5/2017,-3857.5,0,0,70517,1120404,          ,P,PY,US ,1,-3857.5,0,0,-3857.5,0,7/5/2017,144226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47100,104552,1,21272,7/5/2017,-17527.1,0,0,70517,1120404,          ,P,PY,US ,1,-17527.1,0,0,-17527.1,0,7/5/2017,144226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47100,104566,1,21272,7/5/2017,-1604.72,0,0,70517,1120404,          ,P,PY,US ,1,-1604.72,0,0,-1604.72,0,7/5/2017,144226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47100,104609,1,21272,7/5/2017,-2098.48,0,0,70517,1120404,          ,P,PY,US ,1,-2098.48,0,0,-2098.48,0,7/5/2017,144226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47100,104610,1,21272,7/5/2017,-14723.4,0,0,70517,1120404,          ,P,PY,US ,1,-14723.4,0,0,-14723.4,0,7/5/2017,144226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47100,104611,1,21272,7/5/2017,-5600,0,0,70517,1120404,          ,P,PY,US ,1,-5600,0,0,-5600,0,7/5/2017,144226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47103,104553,1,21272,7/5/2017,-16248.6,0,0,70517,1120404,          ,P,PY,US ,1,-16248.6,0,0,-16248.6,0,7/5/2017,144239,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47103,104554,1,21272,7/5/2017,-27029.94,0,0,70517,1120404,          ,P,PY,US ,1,-27029.94,0,0,-27029.94,0,7/5/2017,144239,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47103,104614,1,21272,7/5/2017,-3150,0,0,70517,1120404,          ,P,PY,US ,1,-3150,0,0,-3150,0,7/5/2017,144239,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104569,1,21272,7/5/2017,-34530.3,0,0,70517,1120404,          ,P,PY,US ,1,-34530.3,0,0,-34530.3,0,7/5/2017,144256,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104589,1,21272,7/5/2017,-2788.75,0,0,70517,1120404,          ,P,PY,US ,1,-2788.75,0,0,-2788.75,0,7/5/2017,144256,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104590,1,21272,7/5/2017,-5239.08,0,0,70517,1120404,          ,P,PY,US ,1,-5239.08,0,0,-5239.08,0,7/5/2017,144256,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104591,1,21272,7/5/2017,-110126.52,0,0,70517,1120404,          ,P,PY,US ,1,-110126.52,0,0,-110126.52,0,7/5/2017,144256,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104592,1,21272,7/5/2017,-106898.4,0,0,70517,1120404,          ,P,PY,US ,1,-106898.4,0,0,-106898.4,0,7/5/2017,144256,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104593,1,21272,7/5/2017,-58291.38,0,0,70517,1120404,          ,P,PY,US ,1,-58291.38,0,0,-58291.38,0,7/5/2017,144256,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104612,1,21272,7/5/2017,-5821.2,0,0,70517,1120404,          ,P,PY,US ,1,-5821.2,0,0,-5821.2,0,7/5/2017,144256,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104613,1,21272,7/5/2017,-26928,0,0,70517,1120404,          ,P,PY,US ,1,-26928,0,0,-26928,0,7/5/2017,144256,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47105,104555,1,21272,7/5/2017,-4380,0,0,70517,1120404,          ,P,PY,US ,1,-4380,0,0,-4380,0,7/5/2017,144311,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47105,104556,1,21272,7/5/2017,-19164.75,0,0,70517,1120404,          ,P,PY,US ,1,-19164.75,0,0,-19164.75,0,7/5/2017,144311,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47105,104615,1,21272,7/5/2017,-9184.9,0,0,70517,1120404,          ,P,PY,US ,1,-9184.9,0,0,-9184.9,0,7/5/2017,144311,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47105,104616,1,21272,7/5/2017,-9892.8,0,0,70517,1120404,          ,P,PY,US ,1,-9892.8,0,0,-9892.8,0,7/5/2017,144311,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,10600,104802,1,21273,7/5/2017,-13282.92,0,0,5278,1120404,          ,P,PY,US ,1,-13282.92,0,0,-13282.92,0,7/5/2017,144418,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,19901,104737,1,21273,7/5/2017,-4296.6,0,0,13901,1120404,          ,P,PY,US ,1,-4296.6,0,0,-4296.6,0,7/5/2017,144410,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,19901,104738,1,21273,7/5/2017,-6240.3,0,0,13901,1120404,          ,P,PY,US ,1,-6240.3,0,0,-6240.3,0,7/5/2017,144410,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,81800,104406,1,21273,7/5/2017,-3000,0,0,248914,1120404,          ,P,PY,US ,1,-3000,0,0,-3000,0,7/5/2017,144357,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,81800,104407,1,21273,7/5/2017,-6400,0,0,248914,1120404,          ,P,PY,US ,1,-6400,0,0,-6400,0,7/5/2017,144357,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,325700,104658,1,21273,7/5/2017,-19666.8,0,0,167584,1120404,          ,P,PY,US ,1,-19666.8,0,0,-19666.8,0,7/5/2017,144434,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,325700,104697,1,21273,7/5/2017,-54568.8,0,0,167584,1120404,          ,P,PY,US ,1,-54568.8,0,0,-54568.8,0,7/5/2017,144434,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,516203,104753,1,21273,7/5/2017,-1507.84,0,0,95703,1120404,          ,P,PY,US ,1,-1507.84,0,0,-1507.84,0,7/5/2017,144443,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,576000,104348,1,21273,7/5/2017,-1016.4,0,0,14243,1120404,          ,P,PY,US ,1,-1016.4,0,0,-1016.4,0,7/5/2017,144348,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,576000,104379,1,21273,7/5/2017,-1385,0,0,14243,1120404,          ,P,PY,US ,1,-1385,0,0,-1385,0,7/5/2017,144348,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,169002,104715,1,21277,7/6/2017,-3300,0,0,378979,1120404,          ,P,PY,US ,1,-3300,0,0,-3300,0,7/7/2017,101453,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,169400,103560,1,21277,7/6/2017,-1172,0,0,15841,1120404,          ,P,PY,US ,1,-1172,0,0,-1172,0,7/7/2017,101503,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,379100,104622,1,21278,7/6/2017,-1390,0,0,19051,1120404,          ,P,PY,US ,1,-1390,0,0,-1390,0,7/7/2017,101519,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,285500,104522,1,21279,7/7/2017,-1005.36,0,0,109128,1120404,          ,P,PY,US ,1,-1005.36,0,0,-1005.36,0,7/7/2017,123535,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,73200,104632,1,21280,7/7/2017,-18050,0,0,643182,1120404,          ,P,PY,US ,1,-18050,0,0,-18050,0,7/7/2017,123552,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,275201,104594,1,21281,7/7/2017,-3368.4,0,0,70717,1120404,          ,P,PY,US ,1,-3368.4,0,0,-3368.4,0,7/7/2017,123613,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,275201,104617,1,21281,7/7/2017,-3152.5,0,0,70717,1120404,          ,P,PY,US ,1,-3152.5,0,0,-3152.5,0,7/7/2017,123613,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,275201,104618,1,21281,7/7/2017,-3488.7,0,0,70717,1120404,          ,P,PY,US ,1,-3488.7,0,0,-3488.7,0,7/7/2017,123613,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,275201,104619,1,21281,7/7/2017,-3307.5,0,0,70717,1120404,          ,P,PY,US ,1,-3307.5,0,0,-3307.5,0,7/7/2017,123613,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,275201,104620,1,21281,7/7/2017,-3031.25,0,0,70717,1120404,          ,P,PY,US ,1,-3031.25,0,0,-3031.25,0,7/7/2017,123613,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,456400,104747,1,21284,7/10/2017,-13448.5,0,0,2682,1120404,          ,P,PY,US ,1,-13448.5,0,0,-13448.5,0,7/10/2017,152746,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,536401,104819,1,21284,7/10/2017,-2600,0,0,13182,1120404,          ,P,PY,US ,1,-2600,0,0,-2600,0,7/10/2017,152757,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,536401,104820,1,21284,7/10/2017,-5200,0,0,13182,1120404,          ,P,PY,US ,1,-5200,0,0,-5200,0,7/10/2017,152757,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,536401,104821,1,21284,7/10/2017,-7800,0,0,13182,1120404,          ,P,PY,US ,1,-7800,0,0,-7800,0,7/10/2017,152757,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,536401,104822,1,21284,7/10/2017,-7800,0,0,13182,1120404,          ,P,PY,US ,1,-7800,0,0,-7800,0,7/10/2017,152757,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,117500,104380,1,21285,7/10/2017,-5159.69,0,0,71017,1120404,          ,P,PY,US ,1,-5159.69,0,0,-5159.69,0,7/10/2017,152835,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,117500,104380,2,21285,7/10/2017,-25,0,0,71017,4180000,          ,P,  ,US ,1,-25,0,0,-25,0,7/10/2017,152835,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,117500,104381,1,21285,7/10/2017,-5832.96,0,0,71017,1120404,          ,P,PY,US ,1,-5832.96,0,0,-5832.96,0,7/10/2017,152835,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,117500,104382,1,21285,7/10/2017,-10396.16,0,0,71017,1120404,          ,P,PY,US ,1,-10396.16,0,0,-10396.16,0,7/10/2017,152835,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,117500,104383,1,21285,7/10/2017,-8332.8,0,0,71017,1120404,          ,P,PY,US ,1,-8332.8,0,0,-8332.8,0,7/10/2017,152835,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47100,104645,1,21288,7/11/2017,-2098.48,0,0,71117,1120404,          ,P,PY,US ,1,-2098.48,0,0,-2098.48,0,7/11/2017,143039,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47103,104626,1,21288,7/11/2017,-9011.12,0,0,71117,1120404,          ,P,PY,US ,1,-9011.12,0,0,-9011.12,0,7/11/2017,143055,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47103,104627,1,21288,7/11/2017,-594.6,0,0,71117,1120404,          ,P,PY,US ,1,-594.6,0,0,-594.6,0,7/11/2017,143055,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104646,1,21288,7/11/2017,-23284.8,0,0,71117,1120404,          ,P,PY,US ,1,-23284.8,0,0,-23284.8,0,7/11/2017,143114,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104647,1,21288,7/11/2017,-74881.8,0,0,71117,1120404,          ,P,PY,US ,1,-74881.8,0,0,-74881.8,0,7/11/2017,143114,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104648,1,21288,7/11/2017,-70931.25,0,0,71117,1120404,          ,P,PY,US ,1,-70931.25,0,0,-70931.25,0,7/11/2017,143114,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104649,1,21288,7/11/2017,-5383.5,0,0,71117,1120404,          ,P,PY,US ,1,-5383.5,0,0,-5383.5,0,7/11/2017,143114,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104688,1,21288,7/11/2017,-6482.7,0,0,71117,1120404,          ,P,PY,US ,1,-6482.7,0,0,-6482.7,0,7/11/2017,143114,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104689,1,21288,7/11/2017,-5556.6,0,0,71117,1120404,          ,P,PY,US ,1,-5556.6,0,0,-5556.6,0,7/11/2017,143114,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104695,1,21288,7/11/2017,-13781.25,0,0,71117,1120404,          ,P,PY,US ,1,-13781.25,0,0,-13781.25,0,7/11/2017,143114,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47104,104696,1,21288,7/11/2017,-13701.25,0,0,71117,1120404,          ,P,PY,US ,1,-13701.25,0,0,-13701.25,0,7/11/2017,143114,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47105,104623,1,21288,7/11/2017,-3808,0,0,71117,1120404,          ,P,PY,US ,1,-3808,0,0,-3808,0,7/11/2017,143158,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47105,104624,1,21288,7/11/2017,-2457,0,0,71117,1120404,          ,P,PY,US ,1,-2457,0,0,-2457,0,7/11/2017,143158,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47105,104690,1,21288,7/11/2017,-9184.9,0,0,71117,1120404,          ,P,PY,US ,1,-9184.9,0,0,-9184.9,0,7/11/2017,143158,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47105,104691,1,21288,7/11/2017,-10543.5,0,0,71117,1120404,          ,P,PY,US ,1,-10543.5,0,0,-10543.5,0,7/11/2017,143158,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,47105,104692,1,21288,7/11/2017,-9857.7,0,0,71117,1120404,          ,P,PY,US ,1,-9857.7,0,0,-9857.7,0,7/11/2017,143158,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,232001,104661,1,21290,7/11/2017,-18070,0,0,469958,1120404,          ,P,PY,US ,1,-18070,0,0,-18070,0,7/11/2017,143509,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,507000,104388,1,21290,7/11/2017,-6120,0,0,48371,1120404,          ,P,PY,US ,1,-6120,0,0,-6120,0,7/11/2017,143500,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,325702,104849,1,21291,7/11/2017,-608.75,0,0,71117,1120404,          ,P,PY,US ,1,-608.75,0,0,-608.75,0,7/11/2017,143606,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,558200,104712,1,21291,7/11/2017,-1049.75,0,0,71117,1120404,          ,P,PY,US ,1,-1049.75,0,0,-1049.75,0,7/11/2017,143540,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,P,558200,104713,1,21291,7/11/2017,-3412.5,0,0,71117,1120404,          ,P,PY,US ,1,-3412.5,0,0,-3412.5,0,7/11/2017,143540,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,175000,105027,1,21292,7/11/2017,-27200,0,0,1,4160000,W/O REBATE,P,  ,US ,1,-27200,0,0,-27200,0,7/11/2017,150136,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,175000,105028,1,21292,7/11/2017,-29900,0,0,1,4160000,W/O REBATE,P,  ,US ,1,-29900,0,0,-29900,0,7/11/2017,150136,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,175000,917790,1,21292,7/11/2017,22032,0,0,1,4160000,W/O REBATE,P,  ,US ,1,22032,0,0,22032,0,7/11/2017,150136,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,175000,917791,1,21292,7/11/2017,24219,0,0,1,4160000,W/O REBATE,P,  ,US ,1,24219,0,0,24219,0,7/11/2017,150136,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,325702,104395,1,21293,7/11/2017,-1047.25,0,0,1,4180000,W/O DISC  ,P,  ,US ,1,-1047.25,0,0,-1047.25,0,7/11/2017,150258,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,325702,914245,1,21293,7/11/2017,1032.25,0,0,1,4180000,W/O DISC  ,P,  ,US ,1,1032.25,0,0,1032.25,0,7/11/2017,150258,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,94900,104977,1,21294,7/12/2017,-2756,0,0,1,1210000,          ,P,  ,US ,1,-2756,0,0,-2756,0,7/12/2017,122142,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,94900,961217,1,21294,7/12/2017,2756,0,0,1,1210000,          ,P,  ,US ,1,2756,0,0,2756,0,7/12/2017,122142,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,269000,103640,1,21295,7/12/2017,-2.28,0,0,1,4180000,W/O DISC  ,P,  ,US ,1,-2.28,0,0,-2.28,0,7/12/2017,122226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,269000,103641,1,21295,7/12/2017,-4.71,0,0,1,4180000,W/O DISC  ,P,  ,US ,1,-4.71,0,0,-4.71,0,7/12/2017,122226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,269000,103642,1,21295,7/12/2017,-3.65,0,0,1,4180000,W/O DISC  ,P,  ,US ,1,-3.65,0,0,-3.65,0,7/12/2017,122226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,269000,103775,1,21295,7/12/2017,-2.48,0,0,1,4180000,W/O DISC  ,P,  ,US ,1,-2.48,0,0,-2.48,0,7/12/2017,122226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,269000,103776,1,21295,7/12/2017,-0.89,0,0,1,4180000,W/O DISC  ,P,  ,US ,1,-0.89,0,0,-0.89,0,7/12/2017,122226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
1,10,0,A,269000,103777,1,21295,7/12/2017,-0.33,0,0,1,4180000,W/O DISC  ,P,  ,US ,1,-0.33,0,0,-0.33,0,7/12/2017,122226,LAURA     ,LAURA     ,0,0,0,0,0,0,0,0001-01-01
